Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Total Square Feet (ft),Total Lot Square Feet (ft),Total Cost Per Square Feet ($),Total Lot Cost Per Square Feet ($)
1389,1746,0,0,None,3,1Fam,TA,Gd,1320,0,GLQ,Unf,1,0,Ex,426,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NO,Gd,2,PConc,2,Typ,758,3,TA,Fin,TA,Attchd,2006.0,1746,0,GasA,Ex,1Story,1,Ex,HLS,Gtl,14892,CulDSac,42.0,IR1,0,20,RL,160.0,Stone,No,0,10,Gilbert,39,5,9,Y,0,No,CompShg,Gable,Normal,377500,WD,0,Pave,7,1746,AllPub,201,2006,2007,2009,3066,14892,123.12,25.34918076819769
1390,869,349,0,None,3,1Fam,Gd,No,375,0,ALQ,Unf,0,1,TA,360,Y,Norm,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,NO,Gd,1,BrkTil,1,Typ,440,2,TA,Unf,TA,Detchd,2003.0,1218,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,6000,Inside,60.0,Reg,0,50,RM,0.0,None,No,0,3,BrkSide,0,6,6,Y,0,No,CompShg,Gable,Normal,131000,WD,0,Pave,6,735,AllPub,0,1941,1950,2007,1593,6000,82.23,21.833333333333332
1391,1525,0,0,None,3,1Fam,TA,Av,1400,0,GLQ,Unf,1,0,Gd,125,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,541,2,TA,RFn,TA,Attchd,2000.0,1525,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9100,Inside,70.0,Reg,0,20,RL,244.0,BrkFace,No,0,9,CollgCr,36,5,7,Y,0,No,CompShg,Gable,Normal,235000,WD,0,Pave,6,1525,AllPub,219,2000,2000,2006,2925,9100,80.34,25.824175824175825
1392,1584,0,0,None,4,Duplex,TA,No,0,0,Unf,Unf,0,0,TA,1584,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NO,NO,0,CBlock,2,Mod,792,3,TA,Unf,TA,Detchd,1967.0,1584,0,GasA,TA,1Story,2,TA,Lvl,Gtl,8944,Inside,65.0,Reg,0,90,RL,0.0,None,No,0,4,NAmes,152,5,5,Y,0,No,CompShg,Gable,Normal,124000,WD,0,Pave,8,1584,AllPub,0,1967,1967,2009,1584,8944,78.28,13.864042933810376
1393,900,0,0,None,3,1Fam,TA,Av,769,0,ALQ,Unf,1,0,TA,95,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnWw,Po,1,CBlock,1,Typ,288,1,TA,RFn,TA,Attchd,1967.0,900,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,7838,Inside,68.0,Reg,0,85,RL,0.0,None,No,0,12,NAmes,144,5,5,Y,0,No,CompShg,Gable,Normal,123000,WD,0,Pave,6,864,AllPub,175,1967,1967,2006,1669,7838,73.7,15.692778770094412
1394,1221,691,0,Pave,3,2fmCon,TA,No,0,0,Unf,Unf,0,0,Fa,482,N,Norm,Norm,SBrkr,212,TA,TA,Wd Sdng,Wd Sdng,NO,TA,1,BrkTil,2,Typ,672,2,TA,Unf,Gd,Detchd,2003.0,1912,0,GasA,Ex,1.5Fin,2,TA,Lvl,Gtl,10800,Inside,60.0,Reg,0,190,RM,0.0,None,No,0,4,OldTown,25,7,6,Y,0,No,CompShg,Gable,Normal,163000,WD,0,Pave,7,482,AllPub,0,1905,2000,2008,1912,10800,85.25,15.092592592592593
1395,1500,0,0,None,2,TwnhsE,TA,Av,1070,0,GLQ,Unf,1,0,Gd,286,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,648,3,TA,Fin,TA,Attchd,2006.0,1500,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4045,Inside,53.0,Reg,0,120,RL,45.0,BrkFace,No,0,10,Blmngtn,20,5,7,Y,0,No,CompShg,Hip,Partial,246578,New,0,Pave,6,1356,AllPub,161,2006,2006,2006,2570,4045,95.94,60.958714462299135
1396,1133,1349,0,None,4,1Fam,Gd,Gd,0,0,Unf,Unf,0,0,Gd,1094,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,642,3,TA,Fin,TA,BuiltIn,2005.0,2482,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12665,Inside,88.0,IR1,0,60,RL,245.0,BrkFace,No,0,2,Timber,39,5,8,Y,0,No,CompShg,Hip,Normal,281213,WD,0,Pave,9,1094,AllPub,144,2005,2006,2007,2482,12665,113.3,22.203947887879984
1397,1687,0,0,None,3,1Fam,TA,Av,353,334,BLQ,Rec,1,0,TA,60,Y,Norm,Norm,SBrkr,50,TA,TA,Wd Sdng,Wd Sdng,NO,TA,2,CBlock,1,Min1,572,2,TA,Unf,TA,Detchd,1966.0,1687,0,GasA,TA,1Story,1,TA,Bnk,Sev,57200,Inside,0,IR1,0,20,RL,0.0,None,No,0,6,Timber,0,5,5,N,0,No,CompShg,Gable,Normal,160000,WD,0,Pave,7,747,AllPub,0,1948,1950,2010,2374,57200,67.4,2.797202797202797
1398,939,574,0,None,4,1Fam,TA,Mn,0,0,Unf,Unf,0,0,TA,939,Y,Norm,Norm,SBrkr,150,TA,TA,MetalSd,MetalSd,NO,NO,0,BrkTil,1,Typ,180,1,Fa,Unf,Fa,Detchd,1933.0,1513,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,6120,Inside,51.0,Reg,0,70,RM,0.0,None,No,0,5,BrkSide,0,8,5,N,0,No,CompShg,Gable,Normal,137500,WD,0,Pave,8,939,AllPub,24,1920,2004,2007,1513,6120,90.88,22.46732026143791
1399,1136,768,0,None,3,1Fam,TA,No,180,352,Rec,BLQ,1,0,TA,676,Y,Norm,Norm,FuseA,168,TA,TA,VinylSd,Wd Sdng,GdPrv,NO,0,CBlock,1,Min1,240,1,TA,Unf,TA,Attchd,1950.0,1904,1,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,7200,Inside,60.0,Reg,0,50,RL,0.0,None,No,0,5,NAmes,0,4,5,Y,0,No,CompShg,Gable,Normal,138000,WD,0,Pave,7,1208,AllPub,0,1950,1982,2009,2436,7200,56.65,19.166666666666668
1400,1160,448,0,None,3,1Fam,TA,No,264,0,BLQ,Unf,0,0,TA,712,Y,Norm,Norm,SBrkr,0,TA,TA,WdShing,Wd Shng,MnPrv,Gd,1,BrkTil,2,Typ,216,1,TA,Unf,Fa,Detchd,1925.0,1608,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,6171,Inside,51.0,Reg,0,50,RL,0.0,None,No,0,10,SWISU,16,6,6,Y,0,No,CompShg,Gable,Normal,137450,WD,0,Pave,7,976,AllPub,147,1925,1990,2009,1872,6171,73.42,22.273537514179225
1401,950,208,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,862,Y,Norm,Norm,SBrkr,112,TA,TA,WdShing,Wd Shng,NO,Gd,1,BrkTil,1,Typ,208,1,TA,RFn,TA,BuiltIn,1929.0,1158,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,6000,Corner,50.0,Reg,0,50,RM,0.0,None,No,0,7,BrkSide,0,7,6,Y,0,No,CompShg,Gable,Normal,120000,WD,0,Pave,5,862,AllPub,0,1929,1950,2008,1158,6000,103.63,20.0
1402,864,729,0,None,3,1Fam,TA,No,759,0,GLQ,Unf,1,0,TA,80,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,TA,1,PConc,2,Typ,398,2,TA,Fin,TA,Attchd,2004.0,1593,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,7415,Inside,62.0,IR1,0,60,RL,0.0,None,No,0,4,Gilbert,75,5,6,Y,0,No,CompShg,Gable,Normal,193000,WD,0,Pave,8,839,AllPub,100,2004,2004,2008,2352,7415,82.06,26.02832097100472
1403,1294,0,0,None,2,1Fam,Gd,Av,0,0,Unf,Unf,0,0,Gd,1286,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,662,2,TA,RFn,TA,Attchd,2006.0,1294,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6762,Inside,64.0,Reg,0,20,RL,0.0,None,No,0,7,CollgCr,55,5,7,Y,0,No,CompShg,Gable,Partial,193879,New,0,Pave,6,1286,AllPub,168,2006,2006,2006,1294,6762,149.83,28.67184265010352
1404,1464,0,0,None,3,1Fam,TA,Gd,929,0,GLQ,Unf,1,0,Gd,556,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,754,3,TA,Unf,TA,Attchd,2007.0,1464,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,15256,CulDSac,49.0,IR1,0,20,RL,84.0,Stone,No,0,8,Somerst,160,5,8,Y,0,No,CompShg,Gable,Normal,282922,WD,0,Pave,6,1485,AllPub,168,2007,2007,2007,2393,15256,118.23,18.544965915049815
1405,694,520,0,Grvl,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,672,Y,Artery,Norm,SBrkr,160,TA,TA,Wd Sdng,Wd Sdng,MnPrv,NO,0,PConc,1,Typ,936,3,TA,Unf,TA,Detchd,1998.0,1214,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,10410,Corner,60.0,Reg,0,50,RL,0.0,None,No,0,1,OldTown,0,4,3,Y,0,No,CompShg,Gable,Family,105000,WD,0,Pave,6,672,AllPub,216,1915,1950,2006,1214,10410,86.49,10.086455331412104
1406,1646,0,0,None,2,TwnhsE,TA,Gd,1373,0,GLQ,Unf,1,1,Ex,221,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,NO,Gd,1,PConc,2,Typ,482,2,TA,Fin,TA,Attchd,2004.0,1646,0,GasA,Ex,1Story,1,Gd,HLS,Mod,3842,Inside,44.0,IR1,0,120,RM,174.0,Stone,No,0,1,Crawfor,53,5,8,Y,0,No,CompShg,Hip,Normal,275000,WD,155,Pave,5,1594,AllPub,128,2004,2005,2008,3019,3842,91.09,71.57730348776678
1407,768,0,0,None,2,1Fam,TA,Av,656,0,GLQ,Unf,1,0,Gd,112,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Wd Shng,MnPrv,NO,0,CBlock,1,Typ,396,2,TA,Unf,TA,Detchd,1988.0,768,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,8445,Corner,70.0,Reg,0,85,RL,0.0,None,No,0,3,CollgCr,0,7,5,Y,0,No,CompShg,Gable,Normal,133000,WD,0,Pave,5,768,AllPub,58,1972,2007,2009,1424,8445,93.4,15.748963883955003
1408,833,0,0,None,3,1Fam,TA,No,625,0,ALQ,Unf,1,0,TA,208,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,MnPrv,NO,0,CBlock,1,Typ,0,0,No,No,No,No,0,833,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8780,Corner,0,IR1,0,20,RL,0.0,None,No,0,3,Mitchel,0,5,5,Y,0,No,CompShg,Gable,Normal,112000,WD,0,Pave,5,833,AllPub,0,1985,1985,2009,1458,8780,76.82,12.75626423690205
1409,741,622,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Fa,622,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,NO,0,CBlock,1,Typ,528,2,TA,Unf,TA,Detchd,1966.0,1363,0,GasA,Gd,2Story,1,TA,Lvl,Gtl,7740,Inside,60.0,Reg,0,70,RM,0.0,None,No,0,6,OldTown,0,7,4,Y,0,No,CompShg,Gable,Normal,125500,WD,168,Pave,6,622,AllPub,0,1910,1950,2010,1363,7740,92.08,16.214470284237727
1410,1236,857,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,791,Y,Norm,Norm,SBrkr,0,Gd,TA,Plywood,Plywood,MnPrv,TA,1,CBlock,2,Typ,542,2,TA,Fin,TA,Attchd,1986.0,2093,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,20544,CulDSac,46.0,IR1,0,60,RL,123.0,BrkFace,No,0,11,NWAmes,63,6,7,Y,0,No,CompShg,Gable,Normal,215000,WD,0,Pave,7,791,AllPub,364,1986,1991,2008,2093,20544,102.72,10.465342679127726
1411,944,896,0,None,3,1Fam,TA,No,666,0,GLQ,Unf,1,0,Gd,278,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,622,2,TA,RFn,TA,Attchd,2001.0,1840,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12420,Inside,79.0,Reg,0,60,RL,0.0,None,No,0,6,CollgCr,45,5,7,Y,0,No,CompShg,Gable,Normal,230000,WD,0,Pave,6,944,AllPub,0,2001,2001,2009,2506,12420,91.78,18.51851851851852
1412,1112,556,0,None,3,1Fam,TA,No,120,0,BLQ,Unf,0,0,TA,736,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,MnPrv,NO,0,CBlock,1,Min2,271,1,TA,Unf,TA,Attchd,1950.0,1668,1,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,9600,Inside,80.0,Reg,0,50,RL,0.0,None,No,0,9,NAmes,0,8,6,Y,0,No,CompShg,Gable,Normal,140000,WD,0,Pave,6,856,AllPub,0,1950,2005,2009,1788,9600,78.3,14.583333333333334
1413,1040,0,0,None,2,Duplex,No,No,0,0,No,No,0,0,No,0,N,Norm,Norm,FuseF,0,TA,TA,BrkFace,Stone,NO,NO,0,Slab,2,Typ,420,2,TA,Unf,TA,Detchd,1956.0,1040,0,Wall,Fa,1Story,2,TA,Lvl,Gtl,7200,Inside,60.0,Reg,0,90,RL,0.0,None,No,0,6,NAmes,0,5,4,Y,0,No,CompShg,Gable,Normal,90000,WD,0,Pave,6,0,AllPub,0,1949,1950,2009,1040,7200,86.54,12.5
1414,1844,0,0,None,2,1Fam,Gd,No,976,0,GLQ,Unf,1,0,Gd,868,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,620,2,TA,Fin,TA,Attchd,2005.0,1844,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10994,Corner,88.0,IR1,0,20,RL,366.0,Stone,No,0,9,SawyerW,44,5,8,Y,0,No,CompShg,Gable,Abnorml,257000,COD,0,Pave,7,1844,AllPub,165,2005,2006,2009,2820,10994,91.13,23.376387120247408
1415,1053,795,0,Pave,4,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,833,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NO,Gd,1,BrkTil,1,Typ,370,2,TA,Unf,TA,Detchd,1922.0,1848,1,GasA,Gd,1.5Fin,1,Gd,Bnk,Gtl,13053,Inside,64.0,Reg,0,50,RL,0.0,None,No,0,6,BrkSide,0,7,6,N,0,No,CompShg,Gambrel,Normal,207000,WD,220,Pave,8,833,AllPub,0,1923,2000,2008,1848,13053,112.01,15.858423350953803
1416,1569,0,0,None,1,TwnhsE,TA,No,988,0,ALQ,Unf,0,1,Gd,398,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,TA,1,PConc,2,Typ,660,3,TA,RFn,TA,Attchd,2007.0,1569,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3635,Inside,51.0,Reg,0,120,RL,130.0,BrkFace,No,0,5,Blmngtn,20,5,7,Y,0,No,CompShg,Hip,Normal,175900,WD,0,Pave,7,1386,AllPub,143,2007,2007,2009,2557,3635,68.79,48.39064649243466
1417,1246,1044,0,None,4,2fmCon,TA,No,0,0,Unf,Unf,0,0,TA,777,Y,Norm,Norm,SBrkr,114,TA,TA,VinylSd,AsbShng,NO,NO,0,PConc,2,Typ,560,2,TA,Unf,TA,Detchd,1971.0,2290,0,GasA,Gd,2Story,2,TA,Lvl,Gtl,11340,Inside,60.0,Reg,0,190,RM,0.0,None,No,0,4,OldTown,0,6,4,N,0,No,CompShg,Gable,Normal,122500,WD,0,Pave,11,777,AllPub,0,1885,1950,2010,2290,11340,53.49,10.802469135802468
1418,1310,1140,0,None,3,1Fam,TA,Mn,781,0,GLQ,Unf,1,0,Gd,503,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,TA,1,PConc,2,Typ,1069,3,TA,Fin,TA,Attchd,1998.0,2450,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,16545,Inside,0,IR1,0,60,RL,731.0,BrkFace,No,0,5,NoRidge,126,5,8,Y,0,No,CompShg,Gable,Normal,340000,WD,0,Pave,7,1284,AllPub,0,1998,1998,2009,3231,16545,105.23,20.550015110305228
1419,1144,0,0,None,3,1Fam,TA,No,25,872,BLQ,Rec,1,0,TA,247,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NO,NO,0,CBlock,1,Typ,336,1,TA,Unf,TA,Detchd,1962.0,1144,1,GasA,TA,1Story,1,TA,Lvl,Gtl,9204,Inside,71.0,Reg,0,20,RL,0.0,None,No,0,8,NAmes,88,5,5,Y,0,No,CompShg,Gable,Normal,124000,COD,0,Pave,6,1144,AllPub,0,1963,1963,2008,2041,9204,60.75,13.472403302911777
1420,1844,0,0,None,3,1Fam,TA,Av,1110,0,Rec,Unf,1,0,TA,734,Y,Norm,Norm,SBrkr,216,Gd,Gd,Plywood,Plywood,NO,TA,1,CBlock,2,Typ,540,2,TA,RFn,TA,Attchd,1969.0,1844,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,16381,Inside,0,IR1,0,20,RL,312.0,BrkFace,No,0,12,Crawfor,73,5,6,Y,0,No,CompShg,Gable,Normal,223000,WD,0,Pave,7,1844,AllPub,0,1969,1969,2006,2954,16381,75.49,13.613332519382212
1421,708,708,0,None,3,1Fam,TA,No,404,0,ALQ,Unf,0,0,TA,304,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NO,TA,1,CBlock,2,Typ,776,2,TA,RFn,TA,Attchd,1968.0,1416,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,11700,Corner,90.0,Reg,0,60,RL,420.0,BrkFace,No,0,5,NWAmes,169,6,6,Y,0,No,CompShg,Gable,Normal,179900,WD,119,Pave,7,708,AllPub,0,1968,1968,2006,1820,11700,98.85,15.376068376068377
1422,1069,0,0,None,2,TwnhsE,TA,No,360,0,ALQ,Unf,0,0,Gd,709,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NO,Fa,1,CBlock,2,Typ,440,2,TA,RFn,TA,Attchd,1977.0,1069,0,GasA,TA,1Story,1,TA,Lvl,Gtl,4043,Inside,53.0,Reg,0,120,RL,0.0,None,No,0,7,NPkVill,55,5,6,Y,0,No,CompShg,Gable,Normal,127500,WD,165,Pave,4,1069,AllPub,0,1977,1977,2010,1429,4043,89.22,31.535988127628
1423,848,0,0,None,1,TwnhsE,TA,Av,686,0,GLQ,Unf,1,0,Gd,162,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,NO,0,PConc,1,Typ,420,2,TA,Fin,TA,Attchd,2003.0,848,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4435,Inside,37.0,Reg,0,120,RM,170.0,BrkFace,No,0,3,CollgCr,0,5,6,Y,0,No,CompShg,Gable,Normal,136500,WD,0,Pave,3,848,AllPub,140,2003,2003,2008,1534,4435,88.98,30.777903043968433
1424,1575,626,0,None,4,1Fam,TA,Av,0,0,Unf,Unf,0,0,Gd,697,Y,Norm,Norm,SBrkr,0,Gd,Gd,Plywood,Plywood,GdPrv,Gd,1,CBlock,2,Typ,432,2,Gd,Unf,Gd,Attchd,1966.0,2201,0,GasA,TA,SLvl,1,Gd,Lvl,Gtl,19690,CulDSac,0,IR1,0,80,RL,0.0,None,No,0,8,Edwards,236,7,6,Y,738,Gd,Tar&Grv,Flat,Alloca,274970,WD,0,Pave,8,697,AllPub,586,1966,1966,2006,2201,19690,124.93,13.964956830878618
1425,1344,0,0,None,2,1Fam,TA,No,457,374,ALQ,Rec,1,0,TA,193,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,TA,1,CBlock,1,Min1,484,1,TA,Unf,TA,Detchd,1970.0,1344,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9503,Inside,0,Reg,0,20,RL,0.0,None,No,0,6,NAmes,28,5,5,Y,0,No,CompShg,Hip,Normal,144000,WD,0,Pave,6,1024,AllPub,316,1958,1983,2007,2175,9503,66.21,15.153109544354415
1426,1252,0,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,1252,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,NO,NO,0,CBlock,1,Typ,528,2,TA,Unf,TA,Detchd,1960.0,1252,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10721,Inside,80.0,IR1,0,20,RL,243.0,Stone,No,0,10,NAmes,39,6,6,Y,0,No,CompShg,Hip,Normal,142000,WD,0,Pave,7,1252,AllPub,0,1959,1959,2008,1252,10721,113.42,13.245033112582782
1427,1223,904,0,None,3,1Fam,TA,No,1000,0,GLQ,Unf,1,0,Gd,223,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,TA,2,PConc,2,Typ,525,2,TA,RFn,TA,Attchd,1994.0,2127,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10944,Inside,81.0,IR1,0,60,RL,448.0,BrkFace,No,0,8,NoRidge,132,5,7,Y,0,No,CompShg,Gable,Normal,271000,WD,0,Pave,5,1223,AllPub,171,1994,1994,2008,3127,10944,86.66,24.762426900584796
1428,1048,510,0,Grvl,3,1Fam,TA,No,580,0,BLQ,Unf,1,0,TA,333,Y,Artery,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,NO,TA,1,CBlock,1,Typ,288,1,TA,Unf,TA,Attchd,1962.0,1558,1,GasA,TA,1.5Fin,1,TA,Bnk,Gtl,10930,Inside,60.0,Reg,0,50,RL,0.0,None,No,0,4,NAmes,0,6,5,Y,0,No,CompShg,Gable,Normal,140000,WD,0,Pave,6,913,AllPub,0,1945,1950,2008,2138,10930,65.48,12.808783165599268
1429,804,0,0,None,2,1Fam,TA,No,510,0,BLQ,Unf,1,0,TA,278,Y,Norm,Norm,SBrkr,154,Gd,TA,MetalSd,MetalSd,MnPrv,Gd,2,CBlock,1,Typ,240,1,TA,Unf,TA,Attchd,1940.0,804,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,7200,Corner,60.0,Reg,0,30,RM,294.0,Stone,No,0,2,OldTown,0,7,5,Y,0,No,CompShg,Gable,Abnorml,119000,WD,0,Pave,4,788,AllPub,0,1940,1992,2010,1314,7200,90.56,16.52777777777778
1430,1440,0,0,None,3,1Fam,TA,No,678,0,BLQ,Unf,0,0,Gd,762,Y,Norm,Norm,SBrkr,99,Gd,Gd,MetalSd,MetalSd,NO,TA,1,CBlock,2,Typ,467,2,TA,Fin,TA,Attchd,1981.0,1440,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12546,Corner,0,IR1,0,20,RL,310.0,BrkFace,No,0,4,NWAmes,0,7,6,Y,0,No,CompShg,Gable,Normal,182900,WD,0,Pave,7,1440,AllPub,0,1981,1981,2007,2118,12546,86.36,14.578351665869599
1431,734,1104,0,None,4,1Fam,Gd,Av,0,0,Unf,Unf,0,0,Gd,732,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,372,2,TA,Fin,TA,BuiltIn,2005.0,1838,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,21930,Inside,60.0,IR3,0,60,RL,0.0,None,No,0,7,Gilbert,40,5,5,Y,0,No,CompShg,Gable,Normal,192140,WD,0,Pave,7,732,AllPub,100,2005,2005,2006,1838,21930,104.54,8.761513907888737
1432,958,0,0,None,2,TwnhsE,TA,No,958,0,LwQ,Unf,0,0,Gd,0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NO,NO,0,CBlock,2,Typ,440,2,TA,RFn,TA,Attchd,1976.0,958,0,GasA,TA,1Story,1,TA,Lvl,Gtl,4928,Inside,0,IR1,0,120,RL,0.0,None,No,0,10,NPkVill,60,6,6,Y,0,No,CompShg,Gable,Normal,143750,WD,0,Pave,5,958,AllPub,0,1976,1976,2009,1916,4928,75.03,29.1700487012987
1433,968,0,0,Grvl,4,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,656,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NO,NO,0,BrkTil,2,Typ,216,1,Fa,Unf,Fa,Detchd,1928.0,968,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10800,Inside,60.0,Reg,0,30,RL,0.0,None,No,0,8,OldTown,0,6,4,Y,0,No,CompShg,Gable,Normal,64500,WD,0,Pave,5,656,AllPub,0,1927,2007,2007,968,10800,66.63,5.972222222222222
1434,962,830,0,None,3,1Fam,TA,No,0,0,Unf,Unf,1,0,Gd,936,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,TA,1,PConc,2,Typ,451,2,TA,Fin,TA,Attchd,2000.0,1792,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,10261,Inside,93.0,IR1,0,60,RL,318.0,BrkFace,No,0,5,Gilbert,0,5,6,Y,0,No,CompShg,Gable,Normal,186500,WD,0,Pave,8,936,AllPub,0,2000,2000,2008,1792,10261,104.07,18.175616411655785
1435,1126,0,0,None,3,1Fam,TA,No,936,0,ALQ,Unf,1,0,TA,190,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,NO,Gd,1,CBlock,2,Typ,484,2,TA,RFn,TA,Attchd,1977.0,1126,0,GasA,Fa,1Story,1,TA,Low,Mod,17400,Inside,80.0,Reg,0,20,RL,0.0,None,No,0,5,Mitchel,41,5,5,P,0,No,CompShg,Gable,Normal,160000,WD,0,Pave,5,1126,AllPub,295,1977,1977,2006,2062,17400,77.59,9.195402298850574
1436,1537,0,0,None,3,1Fam,TA,No,0,0,Unf,Unf,1,0,TA,1319,Y,Norm,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,GdPrv,Gd,1,CBlock,1,Typ,462,2,TA,RFn,TA,Attchd,1962.0,1537,1,GasA,TA,1Story,1,Gd,Lvl,Gtl,8400,Inside,80.0,Reg,0,20,RL,237.0,BrkFace,No,0,7,NAmes,36,9,6,Y,0,No,CompShg,Gable,Abnorml,174000,COD,0,Pave,7,1319,AllPub,0,1962,2005,2008,1537,8400,113.21,20.714285714285715
